QueryVars,ProjVars,JoinVars,LonelyNonResultVars,min_cardinality_of_var_in_TP,No.TPs,TP_sizes,QueryRuntime
"['i', 'a', 'n', 'f', 'y', 'h', 'b', 'w', 'u', 'e', 'c', 'j', 't', 'v', 'p']","[1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0]","[0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1]","[1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]","[96, 8, 17, 33, 91, 53, 16, 14, 29, 37, 79, 23, 74, 19, 70]",10,"[12, 68, 52, 34, 93, 60, 85, 85, 10, 98]",1.7469391705295685
"['k', 'p', 'u', 'm', 'h', 'j', 's', 'a', 't', 'b', 'y', 'e', 'n', 'x', 'v', 'q', 'i', 'd', 'w', 'f', 'o', 'c', 'g']","[0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0]","[21, 61, 8, 92, 15, 30, 84, 88, 2, 59, 31, 100, 63, 57, 58, 84, 5, 55, 49, 89, 48, 59, 54]",9,"[42, 50, 63, 60, 17, 24, 35, 36, 88]",1.0747580832197383
"['r', 'c', 'x', 't', 'g']","[1, 1, 1, 1, 0]","[1, 0, 0, 0, 1]","[1, 0, 1, 1, 1]","[89, 12, 50, 41, 30]",3,"[83, 12, 68]",8.762305988658312
"['s', 'k', 'o', 'r', 'c', 'n', 'w', 'm', 'i', 'g', 'l', 'u']","[1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0]","[1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0]","[0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1]","[51, 64, 18, 25, 72, 87, 50, 3, 51, 72, 73, 48]",3,"[73, 83, 66]",2.7818973155827087
"['b', 'e', 'k', 'm', 'w', 'v']","[1, 0, 1, 0, 1, 0]","[1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 1, 0]","[29, 62, 7, 33, 100, 62]",9,"[97, 33, 30, 74, 29, 84, 6, 77, 50]",9.148362299773767
"['q', 's', 'p', 'v', 'a', 't', 'j', 'e', 'c', 'g', 'u', 'm', 'l', 'h', 'd', 'k', 'b', 'y', 'n', 'f', 'x', 'w']","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[96, 62, 97, 60, 25, 58, 15, 44, 81, 54, 55, 49, 45, 28, 47, 18, 97, 72, 3, 23, 21, 63]",5,"[38, 48, 100, 70, 88]",5.763697203180838
"['p', 'y', 'j', 'h', 'f', 'a']","[0, 0, 0, 0, 0, 1]","[1, 0, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 0]","[16, 44, 19, 13, 33, 51]",10,"[32, 33, 28, 94, 25, 2, 97, 47, 92, 68]",1.1216426249688944
"['j', 'q', 'y', 't', 'c', 'm', 'x', 'f', 'b', 'l', 'v', 'i', 'a', 'e', 'r', 'g', 'o']","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]","[8, 77, 58, 14, 8, 93, 22, 27, 1, 89, 88, 79, 66, 56, 48, 22, 57]",4,"[5, 83, 79, 93]",9.498077599816956
"['s', 'm', 'v', 'e', 'n', 'w']","[0, 1, 1, 0, 1, 1]","[0, 1, 1, 0, 0, 1]","[0, 0, 0, 0, 1, 1]","[2, 90, 26, 10, 46, 59]",9,"[12, 39, 5, 38, 65, 56, 58, 37, 94]",7.158718857079537
"['v', 'g', 'h', 'j', 'm', 'c', 'n', 'a', 'o', 'y', 'u', 'i', 'x', 'w', 'q', 'b', 'e', 'd', 'f', 't']","[0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 62, 92, 21, 70, 31, 70, 90, 67, 64, 49, 47, 99, 28, 42, 31, 34, 22, 58, 73]",8,"[77, 47, 27, 39, 38, 43, 15, 61]",5.5762341900362165
"['g', 'x', 'a', 'r', 'j', 't', 'u', 'h', 'e', 'p', 'v', 'b', 'm', 'f']","[1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1]","[0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1]","[81, 17, 85, 79, 88, 18, 23, 11, 85, 67, 83, 57, 83, 24]",10,"[19, 25, 31, 52, 22, 26, 39, 69, 37, 55]",8.937442698883164
"['g', 'c', 'm', 'v', 'd']","[1, 1, 1, 1, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[87, 84, 25, 89, 58]",2,"[64, 28]",8.480393542113205
"['h', 'i']","[1, 0]","[1, 0]","[1, 1]","[81, 58]",10,"[5, 16, 88, 31, 30, 99, 74, 79, 79, 37]",0.4217987683306189
"['q', 'b', 'f', 'u', 'o', 'a', 'h', 'l', 'c', 'v', 'n', 'e', 'j', 'd', 'g', 'p', 'w', 's']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1]","[1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1]","[5, 18, 24, 48, 7, 73, 41, 26, 41, 42, 16, 46, 40, 95, 10, 1, 39, 46]",4,"[42, 26, 95, 33]",2.1595892150869362
"['i', 'r', 'g', 'x', 'q', 'l', 'b', 'p', 's', 'c', 'k', 'a', 'm', 'y', 't', 'j', 'u', 'f', 'v', 'h', 'w', 'e']","[0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0]","[0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1]","[1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[22, 83, 19, 63, 72, 26, 79, 80, 77, 34, 7, 17, 75, 61, 74, 67, 41, 6, 94, 13, 98, 27]",10,"[90, 76, 90, 57, 72, 18, 45, 15, 46, 22]",8.932362702325602
"['d', 'h', 'y', 'u', 'm', 'i', 'r', 'e', 'x', 'w', 'o', 'b', 'j', 'c', 'a', 'l', 'f', 's', 'q', 'g', 'v']","[1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1]","[0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1]","[89, 46, 34, 44, 18, 49, 28, 37, 44, 42, 5, 50, 80, 36, 83, 86, 9, 86, 90, 74, 83]",6,"[87, 39, 96, 42, 55, 98]",3.348692121337127
"['r', 'v', 'k', 'i', 'f', 'c', 'j', 'w', 't', 'p', 'u', 'h', 'm', 's', 'o', 'q', 'n', 'g', 'y', 'e', 'l', 'b']","[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1]","[51, 36, 41, 48, 36, 84, 64, 34, 52, 11, 48, 89, 71, 57, 55, 79, 69, 35, 53, 77, 66, 33]",4,"[42, 26, 99, 91]",8.791228325141017
"['l', 'x', 'h', 'm', 'b', 'q', 'i', 'y', 'u', 's', 'r', 'k', 'p', 'g', 'w', 'n', 'v', 't', 'f', 'e', 'j', 'd', 'c', 'a']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1]","[0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[26, 83, 73, 57, 20, 36, 47, 19, 69, 45, 46, 53, 91, 48, 55, 85, 16, 45, 91, 63, 44, 43, 21, 97]",1,[6],3.0259665584762505
"['b', 'a', 'd', 'x', 's', 'u', 'e', 'r', 'f', 'h', 'l', 't', 'g', 'w', 'v', 'j', 'i', 'n', 'c', 'p', 'q', 'o']","[1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[29, 10, 18, 74, 99, 36, 74, 13, 61, 16, 80, 81, 24, 29, 6, 79, 95, 96, 47, 50, 64, 40]",5,"[55, 18, 96, 61, 69]",7.863638688281407
"['n', 'y', 'i', 'f', 's', 'x', 'g', 'q', 'c', 'h', 'o', 'j', 'b', 'l', 'v', 'm', 'e', 't', 'k', 'd', 'p', 'u', 'w', 'r']","[1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1]","[0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1]","[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1]","[50, 58, 52, 18, 70, 70, 43, 10, 80, 33, 7, 11, 13, 59, 91, 61, 60, 65, 99, 74, 22, 16, 24, 7]",4,"[8, 94, 70, 32]",8.898142550237154
"['m', 't', 'w', 'r', 'g', 'q', 'h', 'y', 'd', 'x', 'b', 'o', 's', 'i']","[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0]","[1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0]","[89, 46, 67, 68, 80, 88, 11, 6, 91, 24, 4, 60, 66, 20]",4,"[15, 42, 83, 45]",8.411428429871652
['h'],[0],[0],[0],[72],1,[49],6.701951150960165
"['m', 'i', 'a', 'x', 'y', 'r', 'h', 'g', 'd', 'n', 'u', 'l', 'o', 'j', 'w', 'e', 'c', 't', 'v', 'p']","[1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1]","[84, 74, 83, 10, 53, 37, 10, 78, 52, 50, 5, 69, 41, 37, 31, 22, 82, 9, 39, 6]",4,"[3, 12, 54, 77]",5.559240662878543
['f'],[0],[1],[1],[43],7,"[53, 75, 51, 46, 48, 24, 98]",1.2471712120424607
"['p', 'm', 'y', 'u', 'q', 'j', 'g', 'c', 'a', 'k', 'b', 'n', 'r', 'v', 'o']","[0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0]","[10, 76, 29, 89, 26, 20, 3, 46, 58, 45, 54, 25, 33, 96, 26]",9,"[94, 40, 4, 52, 64, 13, 38, 25, 71]",7.283137808078341
"['g', 'l', 'x', 'y', 'v', 'k', 'h', 'u', 'q', 's', 'f', 'o', 't', 'p', 'w', 'r', 'm', 'a']","[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0]","[94, 12, 97, 29, 25, 5, 27, 62, 75, 59, 22, 48, 54, 96, 56, 1, 62, 40]",1,[48],2.085363675877367
"['o', 'b', 'h', 'y', 'd', 'i', 'n', 'u', 't', 'c', 'w', 'j', 'g']","[1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1]","[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0]","[15, 7, 10, 64, 44, 26, 37, 67, 67, 5, 3, 72, 77]",10,"[2, 84, 41, 26, 32, 20, 75, 4, 50, 44]",0.2899597336675281
"['m', 'p', 'b', 'q', 'j', 'l', 'i', 'a', 'o', 'k', 'f', 'r', 'n', 'w', 'y', 'v', 'x', 's', 't', 'h', 'u', 'c', 'd', 'e']","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]","[41, 83, 72, 77, 24, 16, 30, 15, 22, 31, 67, 23, 44, 63, 74, 39, 66, 5, 100, 92, 29, 71, 40, 68]",3,"[64, 63, 4]",5.059113351403511
"['w', 'j', 'y', 't', 's', 'm', 'o', 'l', 'q', 'i', 'h', 'b', 'f', 'c', 'x', 'e', 'u', 'n', 'r', 'p', 'k', 'v', 'a']","[1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1]","[1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0]","[92, 78, 3, 100, 32, 95, 87, 52, 40, 50, 34, 74, 59, 71, 83, 92, 15, 3, 6, 44, 68, 14, 36]",9,"[98, 48, 2, 31, 95, 92, 15, 77, 46]",8.858597901083243
"['y', 'a', 't', 's', 'd', 'r', 'g', 'u', 'w', 'h', 'p', 'o', 'b', 'm', 'l', 'i', 'v', 'q', 'j', 'f', 'e', 'c', 'n', 'x']","[0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0]","[86, 89, 71, 2, 69, 59, 94, 78, 5, 95, 65, 17, 72, 91, 94, 77, 38, 54, 46, 37, 74, 36, 86, 99]",4,"[43, 71, 78, 37]",0.31375579289410077
"['r', 'u', 'n', 'p', 'w', 'v', 'b', 'l', 'h', 'f']","[1, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 1, 0, 1, 1, 0, 0]","[0, 0, 1, 0, 1, 0, 1, 1, 0, 0]","[32, 83, 13, 37, 46, 71, 56, 67, 62, 46]",5,"[70, 29, 19, 89, 6]",9.079244149914011
"['a', 'e', 'v', 'u', 'r', 'p', 'k', 'm', 'q', 'l', 'o', 'b', 'f', 'd']","[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0]","[0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1]","[1, 74, 5, 86, 64, 21, 80, 20, 33, 76, 58, 5, 63, 86]",1,[64],8.751523673034765
"['x', 'k', 'g', 't', 's', 'd', 'b', 'u', 'j', 'v', 'w', 'c', 'm']","[0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]","[0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]","[0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]","[87, 11, 31, 47, 71, 58, 84, 17, 89, 85, 67, 47, 61]",8,"[60, 67, 16, 5, 17, 69, 80, 23]",3.928579082921657
"['a', 'h', 'b', 'u', 'x', 's']","[0, 1, 0, 0, 1, 0]","[1, 0, 1, 0, 0, 0]","[1, 0, 1, 1, 0, 0]","[74, 53, 18, 44, 7, 8]",8,"[100, 34, 58, 76, 55, 11, 8, 92]",2.169258813388315
"['x', 'e', 'g']","[1, 1, 1]","[1, 1, 0]","[1, 1, 1]","[17, 86, 87]",8,"[56, 99, 78, 58, 20, 43, 88, 72]",3.581241992376556
"['d', 'h', 'w', 'v', 'y', 'g', 'a', 'l', 'q', 'b', 'r', 'k', 'x', 'o', 'e', 'f', 'c', 's', 'i', 'j', 'n', 'u', 'm', 't', 'p']","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0]","[73, 71, 34, 6, 93, 73, 37, 66, 29, 40, 14, 19, 79, 60, 64, 15, 72, 55, 41, 40, 2, 96, 55, 94, 25]",3,"[58, 31, 33]",4.845525637954956
"['a', 'n', 's', 'x', 'u', 'e']","[1, 0, 0, 1, 1, 0]","[0, 0, 1, 1, 1, 1]","[0, 1, 0, 0, 1, 0]","[54, 90, 93, 100, 36, 86]",10,"[57, 53, 27, 59, 19, 23, 3, 70, 3, 76]",0.1331566456161834
"['b', 'j', 't', 'w', 'y', 'k', 'h', 'm', 'q', 'r', 'c']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0]","[1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1]","[54, 50, 57, 18, 57, 32, 69, 66, 4, 73, 96]",6,"[82, 27, 30, 16, 36, 33]",7.890787997493463
"['p', 'g', 'w', 'k', 'd', 'e', 'f', 'u', 'l', 'a', 'h', 'x', 'i', 't', 'r', 'n', 'o', 's', 'c']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1]","[1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1]","[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]","[73, 68, 32, 65, 48, 35, 96, 70, 45, 33, 56, 54, 45, 18, 30, 40, 42, 57, 75]",9,"[90, 80, 68, 45, 44, 62, 100, 95, 95]",1.2983717824099013
"['y', 'r', 'n', 'j', 'g', 'x', 'm', 'v', 'l', 'k', 'u', 'w', 'c', 's']","[1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1]","[0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[93, 34, 61, 38, 17, 66, 11, 26, 70, 90, 100, 3, 10, 32]",1,[6],6.8865093748272095
"['q', 'k', 'a', 'l', 'b', 'u']","[1, 0, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0]","[90, 22, 3, 71, 82, 28]",8,"[80, 67, 40, 10, 33, 60, 65, 21]",5.356462982017956
"['r', 'd', 'q', 'y', 'f', 'j', 'e']","[0, 0, 1, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0]","[81, 80, 29, 15, 1, 98, 44]",4,"[38, 9, 42, 96]",0.728656926032067
"['u', 'h', 'b', 'w', 'm', 'c', 'l', 'p', 'r', 'q', 'd', 'k', 'v', 'a', 'x', 's', 't', 'f']","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1]","[0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]","[72, 21, 22, 23, 54, 45, 35, 98, 28, 69, 65, 79, 91, 19, 92, 43, 69, 69]",1,[33],7.724714896326357
"['j', 'a', 'p', 'o', 'm', 's', 'l', 'r', 'b', 'k', 'i', 'e']","[1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[32, 37, 37, 44, 20, 51, 88, 97, 57, 8, 40, 4]",5,"[83, 26, 52, 23, 27]",2.9918759174495624
"['m', 'g', 'u', 'x', 'v', 'a', 'h', 'l', 'y', 'p', 't', 'f', 'j', 'c', 'n', 'd', 'b', 'r', 'i', 'q', 'w', 's', 'e']","[1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1]","[11, 67, 4, 12, 39, 97, 62, 6, 49, 86, 40, 7, 80, 100, 56, 19, 51, 18, 16, 20, 28, 40, 23]",10,"[9, 52, 25, 27, 83, 85, 57, 81, 98, 39]",1.6598456818531697
"['r', 'l']","[0, 0]","[1, 1]","[1, 1]","[39, 81]",1,[31],4.806989955715454
"['q', 'g', 'y', 'n', 'c', 'd', 's', 'f', 'i', 'u', 'v', 'b', 'a', 'o', 'r', 'p', 'h', 'x', 'l', 'k']","[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0]","[0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1]","[87, 28, 24, 89, 76, 54, 29, 84, 22, 48, 46, 54, 77, 100, 48, 28, 13, 88, 60, 88]",8,"[46, 79, 44, 99, 68, 83, 26, 49]",6.504161673076303
"['a', 'p', 'd', 'g', 'f', 'b', 'i', 'o', 'w', 'u', 't', 'n', 'l', 'm', 'h', 'e', 'r', 'y', 'k', 'c', 'x']","[1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1]","[43, 85, 75, 68, 56, 63, 22, 73, 78, 12, 100, 43, 63, 56, 83, 92, 41, 91, 61, 77, 53]",7,"[8, 73, 81, 85, 25, 53, 8]",2.4130154664537242
"['i', 'd', 'm', 'h', 'a', 'b', 'p', 'w', 'e', 'n', 'j', 'u', 'v', 'r', 'f']","[1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0]","[52, 22, 83, 58, 33, 70, 65, 90, 27, 23, 42, 55, 16, 71, 99]",8,"[5, 96, 100, 16, 81, 84, 53, 39]",7.223649876892082
"['a', 'j', 'c', 'i', 'f', 'g', 'n', 'o', 'h', 'b', 't', 'p', 'x', 'v']","[0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1]","[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0]","[98, 68, 33, 46, 35, 3, 27, 100, 74, 33, 62, 30, 46, 84]",6,"[64, 63, 100, 79, 58, 91]",0.5340630870071138
"['i', 'o', 'f', 'x', 'n']","[0, 1, 0, 1, 1]","[0, 0, 0, 1, 0]","[1, 0, 0, 1, 0]","[83, 47, 93, 73, 90]",1,[95],4.413271458635554
"['h', 'w', 'k', 'o', 'q', 'p', 't', 'f', 'v', 'd', 'b', 'e', 'r', 'n', 'm', 'u']","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0]","[1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]","[61, 30, 1, 68, 38, 47, 25, 15, 8, 55, 59, 46, 81, 7, 34, 42]",4,"[95, 21, 65, 96]",8.201601068236457
